Geography_Name,Geography_Level,Demographic_Level,Demographic_Name,Indicator_Label,Indicator Category Label,Influenza_Season,Month_Week,Week_Ending,Current_Season_Week_Ending_Label,Point_Estimate,CI_HalfWidth,n_unweighted,n_weighted,Suppression_Flag,Legend_Label,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort_Order,Demographic_Name_Sort_Order,geography_name_order,geography_level_sort_order,Season_Sort,Legend_Sort
Region 1,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4725,4.0067,3286,2814403,0,"2023-2024, Region 1. Overall (6 months-17 years)",43.2 - 51.3,1,1,1,2,2,1,1020101
Region 10,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3119,3.9487,1939,3007738,0,"2023-2024, Region 10. Overall (6 months-17 years)",27.2 - 35.1,1,1,1,11,2,1,1110101
Region 2,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.427,3.6241,2530,5817415,0,"2023-2024, Region 2. Overall (6 months-17 years)",39.1 - 46.3,1,1,1,3,2,1,1030101
Region 3,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4339,2.8062,6159,6355558,0,"2023-2024, Region 3. Overall (6 months-17 years)",40.6 - 46.2,1,1,1,4,2,1,1040101
Region 4,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3162,2.9902,4811,14176394,0,"2023-2024, Region 4. Overall (6 months-17 years)",28.6 - 34.6,1,1,1,5,2,1,1050101
Region 5,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3556,2.7804,4204,11180421,0,"2023-2024, Region 5. Overall (6 months-17 years)",32.8 - 38.3,1,1,1,6,2,1,1060101
Region 6,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3529,3.0197,4692,10344881,0,"2023-2024, Region 6. Overall (6 months-17 years)",32.3 - 38.3,1,1,1,7,2,1,1070101
Region 7,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3371,5.0618,1940,3174449,0,"2023-2024, Region 7. Overall (6 months-17 years)",28.7 - 38.8,1,1,1,8,2,1,1080101
Region 8,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3771,3.9021,3168,2838775,0,"2023-2024, Region 8. Overall (6 months-17 years)",33.8 - 41.6,1,1,1,9,2,1,1090101
Region 9,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3922,4.2519,3282,10801906,0,"2023-2024, Region 9. Overall (6 months-17 years)",35.0 - 43.5,1,1,1,10,2,1,1100101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3335,6.6597,652,1947006,0,"2023-2024, Alabama. Overall (6 months-17 years)",26.7 - 40.0,1,1,1,12,3,1,1120101
Alaska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3253,8.9491,429,141133,0,"2023-2024, Alaska. Overall (6 months-17 years)",23.6 - 41.5,1,1,1,13,3,1,1130101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3249,5.5847,921,1883767,0,"2023-2024, Arizona. Overall (6 months-17 years)",26.9 - 38.1,1,1,1,14,3,1,1140101
Arkansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3953,10.8225,420,552989,0,"2023-2024, Arkansas. Overall (6 months-17 years)",28.7 - 50.4,1,1,1,15,3,1,1150101
California,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4265,5.6958,1031,8191122,0,"2023-2024, California. Overall (6 months-17 years)",36.9 - 48.3,1,1,1,16,3,1,1160101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4264,5.7005,780,1898401,0,"2023-2024, Colorado. Overall (6 months-17 years)",36.9 - 48.3,1,1,1,17,3,1,1170101
Connecticut,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.5067,11.1435,391,172149,0,"2023-2024, Connecticut. Overall (6 months-17 years)",39.5 - 61.8,1,1,1,18,3,1,1180101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4154,6.9543,606,198461,0,"2023-2024, Delaware. Overall (6 months-17 years)",34.6 - 48.5,1,1,1,19,3,1,1190101
District of Columbia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.5092,6.2777,892,201881,0,"2023-2024, District of Columbia. Overall (6 months-17 years)",44.6 - 57.2,1,1,1,20,3,1,1200101
Florida,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3361,9.0028,578,2835532,0,"2023-2024, Florida. Overall (6 months-17 years)",24.6 - 42.6,1,1,1,21,3,1,1210101
Georgia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3375,8.3207,465,2209437,0,"2023-2024, Georgia. Overall (6 months-17 years)",25.4 - 42.1,1,1,1,22,3,1,1220101
Hawaii,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3589,5.9882,755,274634,0,"2023-2024, Hawaii. Overall (6 months-17 years)",29.9 - 41.9,1,1,1,24,3,1,1240101
Idaho,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.2875,9.4471,414,324818,0,"2023-2024, Idaho. Overall (6 months-17 years)",19.3 - 38.2,1,1,1,25,3,1,1250101
Illinois,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3888,4.4518,1646,3362388,0,"2023-2024, Illinois. Overall (6 months-17 years)",34.4 - 43.3,1,1,1,26,3,1,1260101
Indiana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3078,5.5981,565,3054833,0,"2023-2024, Indiana. Overall (6 months-17 years)",25.2 - 36.4,1,1,1,27,3,1,1270101
Iowa,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.2997,10.3349,317,727819,0,"2023-2024, Iowa. Overall (6 months-17 years)",19.6 - 40.3,1,1,1,28,3,1,1280101
Kansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3219,8,793,353168,0,"2023-2024, Kansas. Overall (6 months-17 years)",24.2 - 40.2,1,1,1,29,3,1,1290101
Kentucky,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.2882,6.6144,508,951740,0,"2023-2024, Kentucky. Overall (6 months-17 years)",22.2 - 35.4,1,1,1,30,3,1,1300101
Louisiana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3127,7.5519,672,1511435,0,"2023-2024, Louisiana. Overall (6 months-17 years)",23.7 - 38.8,1,1,1,31,3,1,1310101
Maine,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4073,6.6475,698,360339,0,"2023-2024, Maine. Overall (6 months-17 years)",34.1 - 47.4,1,1,1,32,3,1,1320101
Maryland,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4747,6.7804,1042,914211,0,"2023-2024, Maryland. Overall (6 months-17 years)",40.7 - 54.3,1,1,1,33,3,1,1330101
Massachusetts,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4932,5.8036,812,1746674,0,"2023-2024, Massachusetts. Overall (6 months-17 years)",43.5 - 55.1,1,1,1,34,3,1,1340101
Michigan,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3294,7.6917,499,1076278,0,"2023-2024, Michigan. Overall (6 months-17 years)",25.2 - 40.6,1,1,1,35,3,1,1350101
Minnesota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.371,7.5946,530,1846123,0,"2023-2024, Minnesota. Overall (6 months-17 years)",29.5 - 44.7,1,1,1,36,3,1,1360101
Mississippi,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.2046,8.7322,420,527087,0,"2023-2024, Mississippi. Overall (6 months-17 years)",11.7 - 29.2,1,1,1,37,3,1,1370101
Missouri,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,,,409,619068,1,"2023-2024, Missouri. Overall (6 months-17 years)", - ,1,1,1,38,3,1,1380101
Montana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.2678,5.5973,593,380965,0,"2023-2024, Montana. Overall (6 months-17 years)",21.2 - 32.4,1,1,1,39,3,1,1390101
Nebraska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3305,7.9957,421,1474395,0,"2023-2024, Nebraska. Overall (6 months-17 years)",25.1 - 41.0,1,1,1,40,3,1,1400101
Nevada,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3507,8.3642,575,452383,0,"2023-2024, Nevada. Overall (6 months-17 years)",26.7 - 43.4,1,1,1,41,3,1,1410101
New Hampshire,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4235,7.725,719,329167,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",34.6 - 50.1,1,1,1,42,3,1,1420101
New Jersey,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4196,5.5442,995,1885266,0,"2023-2024, New Jersey. Overall (6 months-17 years)",36.4 - 47.5,1,1,1,43,3,1,1430101
New Mexico,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3227,6.2849,940,1143994,0,"2023-2024, New Mexico. Overall (6 months-17 years)",26.0 - 38.6,1,1,1,44,3,1,1440101
New York,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4188,4.5742,1535,3932149,0,"2023-2024, New York. Overall (6 months-17 years)",37.3 - 46.5,1,1,1,45,3,1,1450101
North Carolina,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.2525,5.2731,1078,1333112,0,"2023-2024, North Carolina. Overall (6 months-17 years)",20.0 - 30.5,1,1,1,46,3,1,1460101
North Dakota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3205,7.8465,454,151395,0,"2023-2024, North Dakota. Overall (6 months-17 years)",24.2 - 39.9,1,1,1,47,3,1,1470101
Ohio,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3412,7.9407,479,1366776,0,"2023-2024, Ohio. Overall (6 months-17 years)",26.2 - 42.1,1,1,1,48,3,1,1480101
Oklahoma,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.305,7.5346,693,1127555,0,"2023-2024, Oklahoma. Overall (6 months-17 years)",23.0 - 38.0,1,1,1,49,3,1,1490101
Oregon,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.2868,5.4094,584,1690846,0,"2023-2024, Oregon. Overall (6 months-17 years)",23.3 - 34.1,1,1,1,50,3,1,1500101
Pennsylvania,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4162,4.9682,1462,2695843,0,"2023-2024, Pennsylvania. Overall (6 months-17 years)",36.7 - 46.6,1,1,1,51,3,1,1510101
Puerto Rico,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.1966,4.1006,930,508671,0,"2023-2024, Puerto Rico. Overall (6 months-17 years)",15.6 - 23.8,1,1,1,52,3,1,1520101
Rhode Island,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4402,14.2993,355,61234,0,"2023-2024, Rhode Island. Overall (6 months-17 years)",29.7 - 58.3,1,1,1,53,3,1,1530101
South Carolina,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.2877,5.2146,801,3267279,0,"2023-2024, South Carolina. Overall (6 months-17 years)",23.6 - 34.0,1,1,1,54,3,1,1540101
South Dakota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.2773,7.4599,581,107953,0,"2023-2024, South Dakota. Overall (6 months-17 years)",20.3 - 35.2,1,1,1,55,3,1,1550101
Tennessee,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3115,11.9732,309,1105200,0,"2023-2024, Tennessee. Overall (6 months-17 years)",19.2 - 43.1,1,1,1,56,3,1,1560101
Texas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.367,4.0553,1967,6008909,0,"2023-2024, Texas. Overall (6 months-17 years)",32.6 - 40.8,1,1,1,57,3,1,1570101
Utah,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.2915,9.4122,292,207229,0,"2023-2024, Utah. Overall (6 months-17 years)",19.7 - 38.6,1,1,1,59,3,1,1590101
Vermont,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4201,13.6463,311,144839,0,"2023-2024, Vermont. Overall (6 months-17 years)",28.4 - 55.7,1,1,1,60,3,1,1600101
U.S. Virgin Islands,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,,,231,23166,1,"2023-2024, Virgin Islands. Overall (6 months-17 years)", - ,1,1,1,58,3,1,1580101
Virginia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4469,5.0336,1324,1957737,0,"2023-2024, Virginia. Overall (6 months-17 years)",39.7 - 49.7,1,1,1,61,3,1,1610101
Washington,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3545,7.6867,512,850941,0,"2023-2024, Washington. Overall (6 months-17 years)",27.8 - 43.1,1,1,1,62,3,1,1620101
West Virginia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3243,5.7246,833,387425,0,"2023-2024, West Virginia. Overall (6 months-17 years)",26.7 - 38.2,1,1,1,63,3,1,1630101
Wisconsin,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3283,8.8507,485,474023,0,"2023-2024, Wisconsin. Overall (6 months-17 years)",24.0 - 41.7,1,1,1,64,3,1,1640101
Wyoming,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3222,12.0724,468,92832,0,"2023-2024, Wyoming. Overall (6 months-17 years)",20.1 - 44.3,1,1,1,65,3,1,1650101
Illinois-City of Chicago,Substate,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3747,8.4289,367,718452,0,"2023-2024, Illinois-City of Chicago. Overall (6 months-17 years)",29.0 - 45.9,1,1,1,66,4,1,1660101
Illinois-Rest of State,Substate,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3916,5.0818,1279,2643935,0,"2023-2024, Illinois-Rest of State. Overall (6 months-17 years)",34.1 - 44.2,1,1,1,67,4,1,1670101
New York-New York City,Substate,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4494,7.1153,716,1386455,0,"2023-2024, New York-New York City. Overall (6 months-17 years)",37.8 - 52.1,1,1,1,68,4,1,1680101
New York-Rest of State,Substate,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3962,5.7137,819,2545694,0,"2023-2024, New York-Rest of State. Overall (6 months-17 years)",33.9 - 45.3,1,1,1,69,4,1,1690101
Pennsylvania-Philadelphia County,Substate,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3933,8.3698,623,96578,0,"2023-2024, Pennsylvania-Philadelphia County. Overall (6 months-17 years)",31.0 - 47.7,1,1,1,70,4,1,1700101
Pennsylvania-Rest of State,Substate,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.4129,5.1959,839,2599266,0,"2023-2024, Pennsylvania-Rest of State. Overall (6 months-17 years)",36.1 - 46.5,1,1,1,71,4,1,1710101
Texas-Bexar County,Substate,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.43,8.1354,603,1200434,0,"2023-2024, Texas-Bexar County. Overall (6 months-17 years)",34.9 - 51.1,1,1,1,72,4,1,1720101
Texas-City of Houston,Substate,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.445,8.276,532,1306195,0,"2023-2024, Texas-City of Houston. Overall (6 months-17 years)",36.2 - 52.8,1,1,1,73,4,1,1730101
Texas-Rest of State,Substate,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.3142,5.2664,832,3502281,0,"2023-2024, Texas-Rest of State. Overall (6 months-17 years)",26.2 - 36.7,1,1,1,74,4,1,1740101
Nebraska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.3305,7.9957,421,988072,0,"2023-2024, Nebraska. Overall (6 months-17 years)",25.1 - 41.0,1,1,1,40,3,1,1400101
Nevada,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.3667,8.6726,575,520866,0,"2023-2024, Nevada. Overall (6 months-17 years)",28.0 - 45.3,1,1,1,41,3,1,1410101
